Frame,Sub Frame,RF,BF,MG,LG,AT
407,0,0.00423431,-0.0439453,-0.0127411,0.0569153,0.14267
407,1,0.00232697,-0.0242233,-0.00362396,0.050354,0.146637
407,2,-0.00102997,0.00514984,0.00431061,0.0484085,0.204735
407,3,-0.00350952,0.0339508,0.0160599,0.0467682,0.147667
407,4,0.00267029,0.0175858,0.0279236,0.0498199,0.0935364
408,0,0.00484467,0.0344086,0.0375366,0.0534058,0.124893
408,1,-0.000762939,0.0250244,0.042572,0.0548553,0.103073
408,2,-0.00328064,0.0379181,0.050621,0.0543976,0.0456619
408,3,-0.00461578,0.0600433,0.053215,0.0478745,0.013237
408,4,-0.00278473,0.0496292,0.0571823,0.0457001,0.0245667
409,0,-0.00175476,0.0196075,0.0583267,0.0542831,0.00530243
409,1,-0.00366211,0.0137711,0.0590134,0.0517273,0.0349045
409,2,-0.000572205,0.0257111,0.0559998,0.0458908,0.0871658
409,3,-3.81E-05,0.0364304,0.0556183,0.0495911,0.0960541
409,4,0.00244141,0.00244141,0.0584412,0.0466919,0.0426483
410,0,0.00587463,-0.0175476,0.0629044,0.0500107,0.0548172
410,1,-0.00110626,0.00259399,0.0635147,0.0522614,0.0815582
410,2,-0.00400543,0.0388336,0.0682449,0.0572205,0.0292206
410,3,-0.00282288,0.0549316,0.0618744,0.0510788,-0.0380707
410,4,0.000534058,0.0435257,0.0629044,0.0518036,-0.0497437
411,0,0.0056076,0.0247192,0.0621414,0.0490189,-0.0272751
411,1,0.00514984,0.0141144,0.0631332,0.0440979,-0.0377655
411,2,0.00648499,0.0162888,0.0614166,0.0462723,0.00774384
411,3,0.00640869,0.00736237,0.0532913,0.053215,0.0506592
411,4,-0.00171661,-0.00732422,0.0577927,0.0585556,0.0877762
412,0,-0.000648499,-0.0303268,0.058136,0.0563431,0.0660324
412,1,0.000991821,-0.0490952,0.0526047,0.0547409,0.0662231
412,2,0.00717163,-0.0460815,0.0496674,0.0621414,0.0889206
412,3,0.00518799,-0.0393295,0.0478745,0.0741959,0.0746918
412,4,0.00610352,-0.0352478,0.0440598,0.0707245,0.0600815
413,0,0.01091,-0.0344467,0.0374603,0.055542,0.0807953
413,1,0.00461578,-0.0241089,0.0330353,0.0349045,0.101242
413,2,0.00453949,-0.0120163,0.0307083,0.0107193,0.0976563
413,3,0.00404358,-0.00453949,0.0381088,0.0317383,0.091629
413,4,0.00549316,-0.00343323,0.0406647,0.0575256,0.0948334
414,0,0.00183105,-0.00385284,0.0364685,0.0595093,0.0748825
414,1,-0.00171661,-0.00450134,0.0341034,0.055275,0.0631332
414,2,0.001297,-0.00209808,0.0237274,0.0670242,0.0666046
414,3,-0.00720978,-0.000648499,0.0260162,0.0654221,0.0629425
414,4,-0.00614166,-0.000648499,0.0276184,0.064888,0.0704575
415,0,-0.00293732,0.00240326,0.0311661,0.0696564,0.0657654
415,1,-0.00419617,0.00205994,0.0295258,0.0579834,0.0527191
415,2,-0.00320435,0.0043869,0.0381851,0.0473404,0.0494766
415,3,-0.00537872,0.001297,0.0369263,0.0354767,0.0430298
415,4,-0.0088501,-0.00202179,0.0428391,0.0338745,0.0428009
416,0,-0.00617981,0.000953674,0.0658798,0.0467682,0.0395203
416,1,-0.00644684,-0.000953674,0.0342178,0.0544357,0.0374985
416,2,-0.00236511,0.00205994,0.0157166,0.0821304,0.0434494
416,3,-0.00370026,0.0037384,0.0252914,0.104179,0.0527191
416,4,-0.00900269,0.00297546,0.00881195,0.0890732,0.0466919
417,0,-0.0137329,0.00171661,0.0194931,0.0913239,0.0337982
417,1,-0.0146484,0.00335693,0.0256348,0.0566864,0.0465775
417,2,-0.0136185,0.00766754,0.0125504,0.0357437,0.0445175
417,3,-0.0112534,0.0030899,0.0846481,0.03582,0.0444412
417,4,-0.00743866,-0.000343323,0.110435,-0.0062561,0.0403976
418,0,0.00198364,-0.00217438,0.0440979,-0.00663757,0.0543594
418,1,0.0105667,-0.00278473,0.0781631,0.0347519,0.0798035
418,2,0.0191498,-0.0038147,0.0717926,0.0222397,0.0696945
418,3,0.0247574,-0.00221252,0.0435638,0.00953674,0.01194
418,4,0.0236511,-0.00366211,0.0396347,0.0918198,0.0218964
419,0,0.00926971,-0.00526428,0.0548172,0.0819016,-0.00923157
419,1,0.00652313,0.00038147,0.115395,0.0505447,0.00396729
419,2,0.0108337,0.000114441,0.0555801,0.0764847,0.0680542
419,3,0.0101089,-0.00198364,-0.0478745,0.0753403,0.086937
419,4,0.0104904,-0.00141144,-0.0786972,0.0253677,0.0931549
420,0,0.0075531,0.00537872,-0.0251007,0.0431824,0.0896835
420,1,0.0103378,0.00137329,0.0712967,0.0753021,0.0834656
420,2,0.00713348,-0.00232697,0.128784,0.111275,0.0737
420,3,-0.00209808,-0.0030899,0.158234,0.152779,0.0600433
420,4,-0.0100708,-0.00499725,0.127678,0.107727,0.0746536
421,0,-0.0107574,0.00232697,0.0888824,-0.0346375,0.0760651
421,1,-0.00255585,0.00404358,0.0480652,-0.100212,0.0693512
421,2,-0.0075531,0.00541687,0.00709534,0.00324249,0.0672913
421,3,-0.0062561,0.00904083,0.0253296,0.0825119,0.0767899
421,4,-0.0100708,0.00995636,0.112991,0.115051,0.0738525
422,0,-0.00457764,0.00770569,0.134163,0.115585,0.0677109
422,1,0.000839233,0.0120544,0.0952911,0.11055,0.0648117
422,2,-0.00846863,0.0162506,0.0585175,0.0706863,0.057373
422,3,-0.00102997,0.0114822,-0.0463486,0.0720215,0.0590897
422,4,0.0131226,0.00804901,-0.133591,0.0291824,0.0540543
423,0,0.0183487,0.00858307,-0.00499725,0.00396729,0.0519562
423,1,-0.0012207,0.00453949,0.159035,-0.0194168,0.0500488
423,2,-0.0196075,0.00282288,0.204315,-0.0709152,0.0404739
423,3,-0.0256729,-0.000267029,0.114975,0.0260925,0.0387192
423,4,-0.0193024,-0.0019455,-0.215187,0.130043,0.0183105
424,0,-0.00934601,0.00125885,-0.310249,0.104599,0.0159836
424,1,0.00473022,-0.00209808,-0.0819397,0.0470352,0.0267029
424,2,0.0192642,0.000343323,0.00495911,0.0257492,0.0310135
424,3,0.0242615,-0.00141144,0.0891495,0.029335,0.0427246
424,4,0.00774384,-0.00682831,0.0905991,0.0595474,0.0643158
425,0,0.0101089,-0.00480652,0.0756073,0.0628281,0.0596619
425,1,-0.0159073,-0.014801,0.0705338,0.0388718,0.0611115
425,2,-0.018692,-0.0222397,0.0723648,0.000648499,0.063591
425,3,-0.00404358,-0.022583,0.119133,0.000419617,0.0597382
425,4,0.00934601,-0.0154877,0.236397,0.0937653,0.0665665
426,0,0.0130081,-0.0125122,0.279961,0.143509,0.0782394
426,1,0.00873566,-0.0112534,0.228348,0.22686,0.0703812
426,2,-0.0139999,-0.00324249,0.110359,0.184021,0.0525665
426,3,-0.0260162,0.00881195,-0.0161743,0.152702,0.0493622
426,4,-0.00827789,0.0284958,-0.00537872,0.0855637,0.0402069
427,0,0.0129318,0.042572,0.0345993,-0.0569153,0.0556946
427,1,0.0104141,0.0383759,0.0925446,-0.0777054,0.0697327
427,2,0.00518799,0.0225067,0.178909,0.00331879,0.0796127
427,3,0.00324249,0.0206375,0.191956,0.0883484,0.0563812
427,4,0.00198364,0.00900269,-0.0387192,0.0857544,0.0624084
428,0,0.015831,0.0105286,-0.211258,0.0703812,0.0775909
428,1,0.00766754,0.0172424,-0.0587845,0.0564575,0.0597
428,2,0.00259399,0.00259399,-0.0501251,0.0479889,0.0491333
428,3,-0.000534058,-0.0155258,-0.0849915,-0.013504,0.0550842
428,4,-0.0165558,-0.0356674,-0.00362396,0.0139618,0.0638962
429,0,-0.0200653,-0.0396347,-0.0193787,0.042305,0.0513077
429,1,0.0119781,-0.0274277,0.0318909,0.0286865,0.0450516
429,2,0.0608826,-0.0180435,0.115662,0.0328827,0.0473404
429,3,0.0676346,-0.00583649,0.0842667,0.0422287,0.0540924
429,4,0.0330353,-0.00469208,0.0622177,0.0299454,0.0650787
430,0,-0.0141907,-0.00740051,0.0537109,-0.0457764,0.0664902
430,1,-0.0672531,-0.0143051,0.0490189,-0.00282288,0.0669098
430,2,-0.0842285,-0.0216293,0.117111,0.0673294,0.0720215
430,3,-0.076561,-0.0153351,0.0928116,0.114555,0.0450134
430,4,-0.0699615,-0.0107956,-0.0152206,0.159683,0.0372314
431,0,-0.0631332,-0.0104141,0.0505447,0.0170898,0.0286865
431,1,-0.0544357,-0.00434875,0.0819778,0.00965118,0.0252914
431,2,-0.0248337,-0.00602722,0.0473404,0.0592804,0.031662
431,3,0.00263214,-0.00865936,0.0437164,0.0850296,0.0470352
431,4,0.00549316,-0.00499725,-0.0266647,0.0829697,0.0500107
432,0,-0.00617981,0.00152588,-0.0614166,-0.000343323,0.052948
432,1,0.036087,0.0111008,-0.031929,-0.0441742,0.065918
432,2,0.0878906,0.0182724,0.0325012,0.0824356,0.0785828
432,3,0.0817871,0.0188065,0.0360107,0.122147,0.0730896
432,4,0.0531387,0.0187302,0.0535965,0.123634,0.0677109
433,0,0.0855255,0.0187683,0.0693512,0.129433,0.0548935
433,1,0.104065,0.0141525,0.0144958,0.0393677,0.0415421
433,2,0.109138,0.0137329,0.00675201,0.0553513,0.0352097
433,3,0.092392,0.013237,0.0607681,0.121765,0.0501251
433,4,0.0569534,0.0139999,0.0478745,0.0891113,0.0569153
434,0,0.0294113,0.0172806,0.00495911,0.0183105,0.0515747
434,1,0.0512695,0.0119781,0.0592041,0.047226,0.0486755
434,2,0.013237,-0.00038147,0.244675,0.0019455,0.0591278
434,3,-0.0502014,-0.0137711,0.207329,0.0241852,0.0605392
434,4,-0.0886154,-0.0136948,0.217857,0.0471115,0.0669098
435,0,-0.0719452,-0.0101852,0.204163,0.0180817,0.0621033
435,1,-0.0718307,-0.0069046,-0.0100327,0.0606918,0.0517273
435,2,-0.114098,-0.00873566,-0.11467,0.0814056,0.0687408
435,3,-0.0948715,-0.00480652,-0.0967026,0.0109863,0.0764465
435,4,-0.0730896,-0.00644684,0.0683212,-0.0166702,0.0550079
436,0,-0.04776,0.00328064,0.24231,0.0596619,0.0611496
436,1,-0.0246048,0.0139236,0.117073,0.111046,0.0568771
436,2,-0.000839233,0.014801,-0.103073,0.122566,0.0485611
436,3,-0.0241852,0.0109482,-0.19043,0.160522,0.0602722
436,4,-0.0387192,0.00545502,-0.0342941,0.121956,0.056839
437,0,-0.0603485,0.00801086,0.0193024,0.095787,0.0653839
437,1,-0.0843811,0.00965118,0.0643921,-0.00938416,0.0721741
437,2,-0.0373077,0.00221252,-0.129509,-0.0156403,0.0877762
437,3,0.0170898,0.00434875,-0.174179,0.033226,0.0799561
437,4,0.0663757,0.00907898,-0.0465393,-0.159035,0.0485992
438,0,0.103073,0.00389099,0.105858,-0.0466919,0.0225449
438,1,0.125313,-0.000724792,0.235977,0.11528,0.039711
438,2,0.125389,0.00152588,0.273895,0.115128,0.0377655
438,3,0.114975,0.00205994,0.20462,0.066185,0.0517654
438,4,0.0767899,0.00350952,0.0138092,-0.051918,0.0497437
439,0,0.0434113,-0.000457764,0.0556183,0.0220871,0.0519943
439,1,0.00717163,-0.0108719,0.147209,0.00415802,0.0532913
439,2,-0.0610733,-0.0149536,0.132523,-0.066452,0.038681
439,3,-0.161781,-0.0268936,0.123444,0.089798,0.0417328
439,4,-0.185776,-0.0317383,0.0708389,0.218086,0.0618744
440,0,-0.122337,-0.0219345,0.161667,0.216789,0.0647354
440,1,-0.0279617,-0.00770569,0.207405,0.139275,0.0812912
440,2,0.035553,0.00743866,0.161591,0.0587082,0.0618362
440,3,0.0763702,0.014801,-0.0934219,0.0102234,0.0407791
440,4,0.102234,0.0164413,-0.0482178,0.107231,0.0643158
441,0,0.125656,0.0151062,0.126114,0.112953,0.0610352
441,1,0.125313,0.00164032,-0.20092,0.114975,0.0470734
441,2,0.0840759,0.00202179,-0.266266,0.00972748,0.0355911
441,3,0.0257874,0.0063324,-0.0421906,-0.0318909,0.0348282
441,4,-0.0111389,0.00572205,0.0841522,0.0658035,0.0343704
442,0,-0.0429535,-0.00278473,0.0433731,0.0926208,0.0498581
442,1,-0.0704575,-0.0167084,0.0353241,-0.0359726,0.0518417
442,2,-0.0590515,-0.0127411,0.130196,0.000686646,0.0634003
442,3,-0.0842667,-0.00656128,0.144653,0.0208664,0.0685883
442,4,-0.0879669,0.00148773,0.1968,0.111351,0.0681305
443,0,-0.0548172,0.00335693,0.251808,0.168304,0.0879669
443,1,-0.0218201,0.0063324,0.157394,0.184059,0.0811386
443,2,0.0025177,0.00423431,-0.177422,0.0772476,0.043602
443,3,0.00926971,0.0075531,-0.369797,0.00686646,0.0424957
443,4,0.0122452,0.00209808,-0.141258,-0.075264,0.0548172
444,0,0.0127029,-0.00305176,0.0670242,-0.165291,0.0634384
444,1,0.00511169,-0.0030899,-0.115242,0.109177,0.0603867
444,2,0.00118256,-0.0056839,0.0191498,0.338669,0.0699234
444,3,0.00793457,-0.0094986,0.208588,0.103188,0.0664902
444,4,0.0104141,-0.013504,0.19249,-0.0429916,0.049324
445,0,0.0218582,-0.0118256,0.19413,-0.352707,0.0333405
445,1,0.0358963,-0.0112152,-0.0967407,0.0543213,0.0327682
445,2,0.0298691,-0.000267029,-0.147552,0.189362,0.0502014
445,3,0.0191116,0.0126266,0.0465775,0.236206,0.0629044
445,4,0.0114059,0.0044632,-0.0680542,0.149574,0.0644302
446,0,0.00244141,0.00423431,0.0958633,-0.04879,0.0469208
446,1,0.00331879,0.000648499,0.202217,-0.0792694,0.04879
446,2,0,-0.0056076,0.0320435,0.0238037,0.042572
446,3,0.00431061,-0.00564575,0.0209045,0.115128,0.0450134
446,4,0.00610352,0.000572205,0.0247192,0.0670242,0.0482178
447,0,-0.00102997,0.00297546,0.0766754,-0.0494003,0.0514984
447,1,0.00102997,0.00335693,0.167313,-0.125999,0.06073
447,2,0.00621796,0.0178528,0.22995,-0.0559235,0.0682068
447,3,0.00934601,0.0094223,0.143623,0.0430298,0.0558472
447,4,0.00907898,0.00286102,-0.0400162,0.230904,0.0908279
448,0,0.00301361,0.0030899,0.199928,0.191612,0.0809479
448,1,-7.63E-05,0.00648499,0.185013,0.0725555,0.0647736
448,2,0.00583649,0.00339508,-0.0778198,0.0733185,0.0378036
448,3,0.0143051,0.0069046,-0.100517,0.0722885,0.0325775
448,4,0.00537872,0.0038147,0.0561142,0.0749588,0.049324
449,0,-0.0104141,0.00579834,0.274773,0.0466156,0.0608063
449,1,-0.0121307,0.00659943,0.0151062,-0.0147247,0.0534439
449,2,-0.0206375,0.0120544,-0.105476,-0.0413513,0.0584412
449,3,-0.0226212,0.01194,-0.115776,0.0423431,0.0635529
449,4,-0.0185394,-0.00259399,-0.029335,0.224686,0.0587082
450,0,-0.0244141,-0.0102997,-0.0348282,0.226364,0.0584412
450,1,-0.0323105,-0.00507355,0.0860214,0.145226,0.042038
450,2,-0.034256,-0.010643,0.111923,-0.0544739,0.0460434
450,3,-0.0320435,-0.00450134,0.0264359,-0.0788879,0.0625229
450,4,-0.0217438,0.0239182,0.150566,0.251923,0.0841141
451,0,-0.00968933,0.0178528,0.0627518,0.207443,0.0677872
451,1,0.00114441,0.00782013,0.0498581,0.0886917,0.0734711
451,2,0.0102615,0.00217438,0.0245285,0.0461197,0.0802231
451,3,0.0141525,-0.00804901,0.172348,0.018158,0.0476456
451,4,0.0169754,-0.014267,0.0605774,-0.143547,0.0343323
452,0,0.0186157,-0.00389099,-0.0275421,-0.0499725,0.0452042
452,1,0.0236893,0.00572205,0.336723,0.117226,0.0454712
452,2,0.0207901,-0.000457764,0.0812149,0.192909,0.0238419
452,3,0.0124741,-0.0209808,-0.169106,-0.0283813,0.0094986
452,4,0.010643,-0.0200653,-0.288467,-0.213928,0.0278091
453,0,0.00980377,-0.00297546,-0.191841,-0.25547,0.0644302
453,1,0.00740051,0.00629425,0.123024,0.00564575,0.105286
453,2,0.00553131,-0.00495911,0.00732422,0.248184,0.110474
453,3,0.00743866,-0.00930786,0.209045,0.0680161,0.076561
453,4,0.00770569,-0.00205994,0.178299,0.0304413,0.043869
454,0,0.00743866,0.00102997,-0.0357437,0.155334,0.0344086
454,1,0.00465393,0.010376,-0.18322,0.187073,0.0288391
454,2,0.000991821,0.0246048,0.0881577,0.135536,0.0338364
454,3,-0.0025177,0.0180817,0.165176,0.00789642,0.0330734
454,4,-0.00278473,-0.0111008,0.047226,-0.072403,0.0360107
455,0,-0.00545502,-0.0177383,0.128021,0.0069809,0.0540924
455,1,-7.63E-05,-0.0125122,0.241241,0.0829697,0.0735092
455,2,-0.00339508,-0.0125504,0.395508,0.0698471,0.0800323
455,3,-0.00743866,-0.0112915,0.333138,0.161247,0.0702286
455,4,-0.00587463,-0.0257492,-0.0353241,0.110054,0.0596619
456,0,-0.00156403,-0.0336075,-0.255585,-0.0242615,0.0566864
456,1,0.000152588,-0.0312042,-0.316238,0.00858307,0.0657654
456,2,-0.00343323,-0.00881195,0.131035,0.0863266,0.0663757
456,3,-0.00400543,0.0215149,-0.0105667,0.143967,0.0628281
456,4,-0.00286102,0.0263214,0.0528336,0.126953,0.0691223
457,0,-0.000267029,0.01194,0.0276947,0.0751495,0.0644302
457,1,0.0037384,0.0038147,-0.124626,0.0468445,0.0546646
457,2,0.000839233,0.0279999,-0.121574,0.113525,0.0463867
457,3,0.00556946,0.0520706,0.0808716,0.10231,0.0421906
457,4,0.0107193,0.0181961,-0.0214005,0.0458145,0.045929
458,0,0.00801086,-0.0133514,0.109634,0.0191879,0.0380325
458,1,0.00991821,-0.00759125,0.233192,0.0365448,0.0472641
458,2,0.011673,-0.00419617,0.160713,0.00427246,0.0683975
458,3,0.0106049,-0.0117111,0.0816345,-0.00404358,0.0672913
458,4,0.00976563,-0.00984192,0.0429916,-0.0262833,0.0522614
459,0,0.0114822,-0.0104523,0.0442886,0.0251007,0.049057
459,1,0.0117493,-0.0069809,0.0510025,0.0562668,0.0503159
459,2,0.00762939,0.00961304,0.0528717,0.0484085,0.0482559
459,3,0.000762939,0.0162888,0.0418091,0.03479,0.0463486
459,4,-0.00598907,0.0215149,0.0271606,0.0200272,0.0449371
460,0,-0.0110626,0.0138855,0.0532913,0.0630188,0.0479889
460,1,-0.0127792,0.0044632,0.0590515,0.0705338,0.0539017
460,2,-0.0208282,0.00225067,0.0944901,0.0600052,0.0595856
460,3,-0.0235367,0.000686646,0.089798,0.0570679,0.0665283
460,4,-0.0166702,-0.00736237,0.0462723,0.0626373,0.0661469
461,0,-0.0183487,-0.0162506,0.0525665,0.062027,0.0595474
461,1,-0.0147247,-0.0112534,0.117378,0.0652695,0.0618362
461,2,-0.012207,-0.00648499,0.0236893,0.074234,0.0707245
461,3,-0.00938416,0.000343323,-0.0247192,0.071907,0.0611115
461,4,-0.00679016,0.0056076,-0.0886154,0.0591278,0.0557709
462,0,-0.00320435,0.0167084,0.0534058,0.0566483,0.0568771
462,1,-0.000228882,0.0265503,0.136986,0.0484848,0.0561523
462,2,0.00278473,0.0162125,0.0432205,0.0510406,0.0548935
462,3,0.00904083,0.00583649,0.0286865,0.0537491,0.0528336
462,4,0.0128555,-0.000228882,0.0271606,0.0423431,0.0546646
463,0,0.0169754,-0.00968933,0.0268555,0.0336075,0.0546265
463,1,0.0268936,-0.0150681,0.0423813,0.0622177,0.0550079
463,2,0.0292969,-0.0162888,0.0470352,0.0703812,0.0545502
463,3,0.0320816,-0.0180054,0.0228882,0.0588226,0.0545883
463,4,0.0333405,-0.00675201,0.0155258,0.0495911,0.0536346
464,0,0.0302887,0.00602722,0.0213242,0.0469971,0.0539398
464,1,0.0209427,0.0063324,0.036087,0.0512695,0.0550842
464,2,0.0113297,-0.000648499,0.0368881,0.0503922,0.0549698
464,3,-0.00247955,0.000228882,0.0386429,0.0478363,0.0517654
464,4,-0.0153732,0.00865936,0.0403595,0.0503159,0.0524902
465,0,-0.0266266,0.00930786,0.0391769,0.0547791,0.0559616
465,1,-0.0386429,-0.0063324,0.0403214,0.0499344,0.0505829
465,2,-0.0494003,-0.00312805,0.0444031,0.0524902,0.0557709
465,3,-0.052948,-0.00522614,0.0462723,0.0534821,0.0572968
465,4,-0.0561523,-0.0069809,0.0463867,0.0577545,0.0561905
466,0,-0.0577164,-0.00694275,0.0422287,0.0550461,0.057869
466,1,-0.0562668,-0.00591278,0.0440598,0.0532532,0.0596619
466,2,-0.0379181,-0.00663757,0.0476074,0.0520325,0.0561523
466,3,-0.00663757,-0.00617981,0.0535202,0.052681,0.0571442
466,4,0.0226593,-0.00858307,0.0540924,0.0513458,0.0579071
467,0,0.0482178,-0.00743866,0.0517654,0.0530243,0.0593567
467,1,0.0579834,-0.000305176,0.0535965,0.054245,0.0611115
467,2,0.0558472,-0.000114441,0.05867,0.0540161,0.0601196
467,3,0.0479126,-0.000648499,0.0579834,0.0570297,0.0555038
467,4,0.0377655,-0.000152588,0.0593567,0.0553894,0.0565338
468,0,0.029068,0.00602722,0.0572586,0.0540543,0.0555801
468,1,0.0206375,0.00846863,0.0575256,0.0515747,0.0552368
468,2,0.0134659,0.0147247,0.0555801,0.0567627,0.056076
468,3,0.00774384,0.00988007,0.049057,0.0543594,0.053978
468,4,0.00263214,0.00556946,0.056839,0.0536346,0.0508499
469,0,0.00461578,0.00244141,0.114784,0.051651,0.0522232
469,1,-0.00244141,0.00476837,0.181503,0.0532532,0.052681
469,2,-0.0050354,0.00629425,0.173035,0.0540543,0.054245
469,3,-0.0069046,0.00858307,0.143242,0.0509644,0.0531006
469,4,-0.00400543,-0.000228882,0.102997,0.0482941,0.0537491
470,0,-0.0056076,-0.00354767,0.201836,0.0523376,0.0532913
470,1,-0.00217438,-0.000419617,0.396156,0.0551224,0.0564957
470,2,-0.00328064,0.000534058,0.267563,0.0546265,0.0563049
470,3,-0.00606537,0.00289917,0.132523,0.0546265,0.054512
470,4,-0.00923157,0.00694275,0.00377655,0.0538635,0.0555801
471,0,-0.00679016,0.00869751,-0.1054,0.0541687,0.0541306
471,1,-0.00495911,0.00659943,-0.206604,0.0502396,0.0540161
471,2,-0.00469208,0.00312805,-0.255089,0.0511551,0.0592041
471,3,-0.00682831,0.0075531,-0.272255,0.0549316,0.0572586
471,4,-0.0110245,0.00801086,-0.2705,0.058136,0.0562668
472,0,-0.00862122,0.00259399,-0.250626,0.0569153,0.0567245
472,1,-0.00644684,0.000801086,-0.228539,0.0553131,0.055542
472,2,-0.00171661,0.000419617,-0.197487,0.0557327,0.0579834
472,3,0.000495911,-0.00579834,-0.151329,0.0559998,0.0575256
472,4,0.00396729,-0.0153732,-0.117607,0.0539398,0.0566483
473,0,0.0012207,-0.0147247,-0.0817108,0.0579071,0.0576019
473,1,0.00320435,-0.018692,-0.0389099,0.0543976,0.0574493
473,2,0.00389099,-0.0135803,0.00144958,0.0526428,0.0577545
473,3,0.00419617,-0.0108337,0.0369263,0.0580597,0.0575256
473,4,0.00507355,-0.010643,0.075264,0.0551224,0.0564194
474,0,0.00801086,-0.0031662,0.107117,0.054512,0.0537109
474,1,-0.000991821,0.001297,0.135574,0.0541687,0.0549698
474,2,-0.00236511,-0.000228882,0.154991,0.0517273,0.0548935
474,3,-0.00419617,-0.00156403,0.173492,0.0529099,0.0518036
474,4,-0.00514984,-0.00827789,0.196953,0.0528336,0.0543976
475,0,-0.00476837,0.00217438,0.211601,0.0477219,0.0523758
475,1,-0.000572205,0.0094223,0.222893,0.0519562,0.0543213
475,2,-0.000343323,0.00164032,0.220909,0.0538254,0.0571823
475,3,0.00297546,0.00343323,0.215034,0.0508881,0.0561142
475,4,0.0069046,0.0124741,0.197945,0.0497055,0.0587845
476,0,0.0126648,0.0105667,0.182228,0.0517654,0.0675583
476,1,0.00450134,0.00965118,0.167351,0.052681,0.0721741
476,2,0.00209808,0.0069046,0.154152,0.0513458,0.0710678
476,3,0.00564575,0.00518799,0.140266,0.0514221,0.0753784
476,4,0.00225067,-0.000495911,0.13195,0.0509262,0.0697708
477,0,0.000495911,-0.00522614,0.122108,0.0569916,0.0624847
477,1,-0.00160217,-0.00534058,0.109901,0.0564575,0.0350189
477,2,-0.00350952,-0.00579834,0.0936127,0.0518036,0.0255585
477,3,-0.00663757,-0.0094223,0.0761032,0.0540543,0.0304031
477,4,-0.00812531,-0.00724792,0.0632477,0.0511551,0.0473022
478,0,-0.00839233,-0.00896454,0.0529099,0.0542068,0.0492096
478,1,-0.00812531,-0.00751495,0.0448227,0.0527573,0.0171661
478,2,-0.000801086,-0.00671387,0.0300598,0.0531769,-0.00461578
478,3,-0.0050354,-0.00255585,0.0217819,0.0527573,-0.00339508
478,4,-0.00598907,-0.0069809,0.0162506,0.0530243,0.0510025
479,0,0.00499725,-0.00293732,0.00629425,0.0534058,0.0848007
479,1,0.00602722,-0.00297546,0.00217438,0.052948,0.100288
479,2,0.00473022,0.00110626,-0.00427246,0.0555038,0.124435
479,3,0.00980377,0.00453949,-0.00514984,0.0552368,0.128174
479,4,0.00839233,-0.0012207,-0.00473022,0.0581741,0.105286
480,0,0.010643,3.81E-05,-0.00297546,0.0577545,0.0825119
480,1,0.0102997,0.000152588,-0.00350952,0.0576782,0.083046
480,2,0.0100708,0.0043869,-0.00751495,0.0542068,0.0575638
480,3,0.00541687,0.000991821,-0.0102615,0.0510406,0.0401688
480,4,0.00598907,0.00686646,-0.00904083,0.0491333,0.0509262
481,0,0.00576019,0.00644684,-0.00595093,0.0537109,0.053215
481,1,0.00160217,0.00705719,0,0.0533295,0.00286102
481,2,0.00190735,0.00507355,0.0111771,0.0550461,-0.0248337
481,3,0.00270844,0.00583649,0.0164413,0.0642014,-0.0169754
481,4,-0.00659943,0.00736237,0.0177383,0.0610733,-0.0120544
482,0,-0.0018692,0.00831604,0.0179672,0.0558472,0.00808716
482,1,-0.00148773,0.00980377,0.0230408,0.0526428,0.0458527
482,2,-0.00278473,0.00751495,0.0260162,0.0537872,0.083847
482,3,-0.000190735,0.00648499,0.0276947,0.0520706,0.0901794
482,4,-0.00473022,0.00366211,0.0322342,0.0521469,0.100708
483,0,-0.00694275,0.00179291,0.0340271,0.0505066,0.101814
483,1,-0.0104523,0.00385284,0.0372696,0.046463,0.0883484
483,2,-0.00854492,0.0044632,0.0463486,0.0467682,0.0798035
483,3,-0.00835419,0.00175476,0.0513077,0.0502396,0.0802612
483,4,-0.0148392,0.00175476,0.0500488,0.0505066,0.0794983
484,0,-0.0127792,-0.00179291,0.0511932,0.0511551,0.0740051
484,1,-0.0114441,-0.00225067,0.0510025,0.0503159,0.0703812
484,2,-0.0112534,-0.00179291,0.0519943,0.0531387,0.0682831
484,3,-0.0111389,-0.00144958,0.0553894,0.0525284,0.0616455
484,4,-0.00907898,-0.00179291,0.0533295,0.0516129,0.0510406
485,0,-0.00801086,-0.000839233,0.0563431,0.0518417,0.0353622
485,1,-0.00823975,-0.00324249,0.0574875,0.0518799,0.0417328
485,2,-0.00255585,-0.00370026,0.0545883,0.0514221,0.0518036
485,3,-0.00282288,0.000343323,0.0565338,0.0532913,0.0560379
485,4,-0.00225067,-0.00110626,0.0558853,0.0566483,0.0511169
486,0,-0.000648499,-0.000648499,0.0577927,0.0540161,0.0480652
486,1,0.0043869,-0.000572205,0.0589371,0.0514221,0.0456238
486,2,0.00377655,0.00171661,0.0578308,0.0529861,0.039978
486,3,0.00457764,0.00488281,0.0567245,0.051918,0.0453568
486,4,0.00331879,0.00617981,0.054245,0.052681,0.0455475
487,0,0.0069809,0.00801086,0.0557709,0.0512695,0.0449753
487,1,0.00961304,0.0101089,0.0547409,0.0540161,0.047226
487,2,0.00888824,0.00488281,0.0548553,0.056572,0.0432205
487,3,0.0124741,0.00835419,0.0551224,0.0564194,0.0449371
487,4,0.0146103,0.00648499,0.0542831,0.0575256,0.0508881
