Frame,Sub Frame,RF,BF,MG,LG,AT
1899,0,0.0578308,-0.00205994,0.04673,0.0559998,-0.0335693
1899,1,0.0445557,0.0012207,0.053215,0.0558853,-0.150719
1899,2,0.03479,0.00286102,0.0507355,0.0561142,-0.0882339
1899,3,0.0294113,0.00480652,0.051651,0.0540924,0.00343323
1899,4,0.0202942,0.00171661,0.0540161,0.059433,0.0524139
1900,0,0.016861,0.00530243,0.0495148,0.0579453,0.0677109
1900,1,0.0132751,0.00480652,0.0476456,0.055542,0.0413895
1900,2,0.0156021,0.00190735,0.0404739,0.0539398,0.0564194
1900,3,0.0136185,0.00232697,0.0458145,0.0539398,0.0901031
1900,4,0.0111389,-0.00221252,0.0455093,0.0551224,0.105476
1901,0,0.00843048,-0.00576019,0.0474167,0.0528336,0.121155
1901,1,0.00350952,0.000267029,0.0460815,0.0527191,0.111694
1901,2,-0.00217438,0.000495911,0.043602,0.0523758,0.100594
1901,3,-0.00751495,0.00469208,0.041275,0.0517273,0.0982666
1901,4,-0.00968933,0.0087738,0.0444031,0.0493622,0.0888062
1902,0,-0.0088501,0.0172806,0.0432205,0.0505829,0.0815582
1902,1,-0.00915527,0.0230789,0.0440216,0.0538254,0.0780106
1902,2,-0.0131607,0.020256,0.0456238,0.0561905,0.0741959
1902,3,-0.0125122,0.00530243,0.0471878,0.0523376,0.0693893
1902,4,-0.014534,-0.00713348,0.0455093,0.0510406,0.0707626
1903,0,-0.0137711,-0.0125122,0.0384521,0.0544357,0.0690079
1903,1,-0.0124359,-0.00888824,0.0401688,0.0544739,0.0628281
1903,2,-0.0121307,-0.00495911,0.042572,0.0524139,0.0589752
1903,3,-0.0182343,-0.00671387,0.0406265,0.0532532,0.0520325
1903,4,-0.01297,0.00183105,0.0424957,0.0538635,0.0465775
1904,0,-0.00278473,0.00762939,0.042572,0.0497437,0.0429153
1904,1,0.00133514,0.00160217,0.0426102,0.050621,0.037117
1904,2,-0.00289917,0.0012207,0.0434494,0.0534821,0.0298309
1904,3,-0.00244141,0.0044632,0.0459671,0.0549698,0.0204468
1904,4,-0.00736237,0.00358582,0.0561523,0.0516891,0.0239944
1905,0,-0.00419617,-0.00160217,0.0516129,0.0556564,0.0302124
1905,1,0.00320435,0.00419617,0.0524902,0.0555038,0.0296783
1905,2,0.00995636,0.00137329,0.0564575,0.0520325,0.029335
1905,3,0.011673,-0.0125885,0.0543976,0.0549698,0.0366974
1905,4,0.00850677,-0.0112152,0.0528717,0.0505447,0.0406265
1906,0,0.00648499,-0.0242233,0.0572205,0.0529099,0.0432587
1906,1,0.00480652,-0.0257874,0.0585175,0.0537109,0.0469208
1906,2,0.000610352,-0.0206757,0.0590134,0.0524139,0.0531769
1906,3,0.00278473,-0.00816345,0.0635147,0.0554276,0.0554276
1906,4,-3.81E-05,0.00637054,0.0534821,0.0528717,0.0569534
1907,0,0.00205994,0.00682831,0.0312042,0.0687408,0.063591
1907,1,-0.000839233,0.00576019,0.0154877,0.0722122,0.0657654
1907,2,-0.000152588,-0.000114441,0.0264359,0.0732422,0.0634766
1907,3,-0.00411987,-0.00152588,0.0411606,0.0548172,0.0628281
1907,4,-0.00507355,0.000305176,0.0486755,0.0312042,0.0757217
1908,0,0.00282288,0.000839233,0.0247192,0.0510025,0.0902176
1908,1,0.00934601,0.00823975,0.0418091,0.0551605,0.0899124
1908,2,0.0124359,0.00858307,0.0395584,0.0392151,0.0938416
1908,3,0.00930786,0.00396729,0.0264359,0.0436401,0.0928116
1908,4,0.0101852,-0.0261307,0.0514984,0.0611115,0.0705719
1909,0,0.0105286,-0.0182343,0.0476456,0.0551605,0.050621
1909,1,-0.00343323,-0.00328064,0.068512,0.050354,0.00247955
1909,2,-0.00522614,0.0133133,0.0658035,0.0521469,-0.0466156
1909,3,-0.00602722,0.0298309,0.0575256,0.0526047,0.0117493
1909,4,-0.00614166,0.0117493,0.0428772,0.0508499,0.0769806
1910,0,-0.00320435,-0.00522614,0.0183105,0.0508881,0.093956
1910,1,-0.00305176,0.00514984,-0.000305176,0.0523376,0.0972366
1910,2,-0.000228882,0.0130844,0.0426102,0.0506592,0.0480652
1910,3,-0.00556946,0.0131989,0.0600815,0.0511551,0.00335693
1910,4,-0.00434875,-0.0227356,0.0775528,0.0469971,0.00465393
1911,0,0.00110626,-0.0141525,0.0694275,0.0468445,0.0315857
1911,1,0.000457764,-0.0199127,0.0529861,0.0418091,0.0305176
1911,2,-0.00141144,-0.00644684,0.0785828,0.0526047,0.0309753
1911,3,-0.00370026,0.0468826,0.0365829,0.0550079,0.0531006
1911,4,-0.00179291,0.0481796,0.0232315,0.0493622,0.0823975
1912,0,-0.00583649,0.00957489,0.0391388,0.0698853,0.105171
1912,1,-0.00816345,-0.000686646,0.0523758,0.0899124,0.110016
1912,2,-0.00640869,-0.000152588,0.0436783,0.0885391,0.090332
1912,3,-0.00522614,-0.0173187,0.0338364,0.0680923,0.0764084
1912,4,3.81E-05,-0.0222397,0.0278854,0.0286865,0.0995255
1913,0,0.00602722,-0.015564,0.0656891,0.0236893,0.109673
1913,1,0.00656128,-0.0177765,0.0911713,0.040741,0.081749
1913,2,0.00659943,-0.0192261,0.0378418,0.044136,0.0174713
1913,3,0.00392914,-0.0261307,-0.0546265,0.0473022,-0.0190353
1913,4,0.00637054,-0.0236893,0.0188065,0.0575638,0.0402069
1914,0,0.00614166,-0.000915527,0.0298309,0.0891876,0.0653076
1914,1,0.0062561,0.0696182,0.075531,0.120125,0.0689316
1914,2,0.00377655,0.106544,0.0956345,0.109749,0.0662231
1914,3,-0.00358582,0.033989,0.099678,0.0389481,0.0376511
1914,4,-0.00278473,-0.00247955,0.0769806,-0.0307846,0.00881195
1915,0,-0.0025177,0.00759125,0.0111771,-0.0597763,0.0352478
1915,1,-0.000991821,-0.0127792,-0.0198364,-0.00301361,0.0340652
1915,2,-0.00137329,-0.0295258,0.00183105,0.0497055,0.0426102
1915,3,0.00553131,-0.0147247,-0.00968933,0.0714111,0.0704956
1915,4,0.00648499,-0.0120926,0.00217438,0.0757217,0.0802231
1916,0,0.0031662,0.000839233,0.079155,0.0753021,0.0780106
1916,1,0.00133514,0.0172806,0.0917053,0.0894165,0.084343
1916,2,-0.000228882,0.0282669,0.0630569,0.055275,0.112305
1916,3,-0.0019455,0.0142288,0.0644684,0.027504,0.12413
1916,4,0.000572205,-0.0317764,0.0853729,0.0762558,0.112038
1917,0,0.000610352,-0.0756073,0.122337,0.0819016,0.0242615
1917,1,-0.00106812,-0.059967,0.208168,0.113945,-0.00270844
1917,2,0.000495911,-0.0204086,0.244102,0.117035,0.0069046
1917,3,0.00396729,-0.00331879,0.0908661,0.0623322,0.0102997
1917,4,0.00385284,0.0164413,-0.0326157,0.0133514,0.0853348
1918,0,0.00629425,0.00392914,-0.256119,0.00667572,0.145874
1918,1,0.00282288,-0.0181961,-0.181694,0.00671387,0.117531
1918,2,-0.00198364,-0.00461578,-0.0334167,0.0392151,0.0696182
1918,3,0.000305176,0.0221634,-0.01091,0.0715256,-0.052948
1918,4,-0.000991821,0.00869751,0.0696564,0.0598145,-0.158234
1919,0,-0.001297,0.0204086,0.0704193,0.0519562,-0.215378
1919,1,-0.00175476,0.00663757,0.0800323,0.0485992,-0.173302
1919,2,0.000762939,0.0235367,0.0857162,0.0463867,0.00492096
1919,3,-3.81E-05,0.0727081,0.0966644,0.0661469,0.126495
1919,4,-0.00267029,0.0334549,0.138855,0.0985336,0.167236
1920,0,-0.00442505,-0.0568008,0.0990295,0.0925446,0.0821304
1920,1,-0.00286102,-0.0817108,0.0237656,0.0522995,0.0687027
1920,2,-0.0038147,-0.0485992,0.0199509,-0.0189209,0.135765
1920,3,-0.00476837,-0.0242615,0.0482178,-0.0279236,0.168114
1920,4,-0.00499725,0.00247955,0.0817108,0.0238419,0.19619
1921,0,0.00110626,0.0341797,0.0844574,0.0423813,0.182381
1921,1,0.00087738,0.0665665,0.0731659,0.0642014,0.154114
1921,2,-0.000114441,0.0522995,0.065918,0.0660324,0.11837
1921,3,-3.81E-05,0.0669098,0.0558853,0.0643539,0.0738144
1921,4,-0.0031662,0.00518799,0.0409317,0.0654602,0.0746536
1922,0,-0.00518799,-0.0488663,0.0314331,0.0573349,0.0855255
1922,1,-0.00236511,-0.0195313,0.013237,0.0559998,0.0325394
1922,2,-0.000648499,0.0366211,0.0244904,0.0510025,0.042305
1922,3,0.000495911,0.0689316,0.0639725,0.052948,0.0679398
1922,4,0.00179291,0.0249481,0.07267,0.0722122,0.0827026
1923,0,0.00411987,-0.0340652,0.109215,0.0806427,0.102615
1923,1,0.00156403,-0.0824356,0.077095,0.0885773,0.125389
1923,2,0.000991821,-0.0776291,0.0466919,0.083847,0.083313
1923,3,0.00205994,-0.0305557,0.00911713,0.0817871,0.0315475
1923,4,-0.00102997,-0.0310898,-0.0400543,0.0906754,-0.07267
1924,0,0.00465393,-0.055542,-0.0428772,0.0833893,-0.116501
1924,1,0.00526428,-0.0363922,-0.0212479,0.0637436,-0.0950241
1924,2,0.00217438,-0.00480652,-0.0543213,0.0340652,-0.018425
1924,3,0.000915527,0.0159073,-0.0382996,-0.0313568,0.0415421
1924,4,-0.000648499,0.00282288,0.0141907,-0.0197601,0.0701523
1925,0,-0.0063324,0.00774384,0.0357437,0.0526428,0.0490952
1925,1,-0.00617981,0.0138092,0.0516129,0.0605392,-0.0312042
1925,2,0.00286102,0.0150299,0.0904465,0.0464249,-0.033493
1925,3,0.00255585,0.00328064,0.105591,0.044136,0.0170517
1925,4,0.00141144,0.00354767,0.0946426,0.0452423,0.0695801
1926,0,-0.000228882,0.0167084,0.0925446,0.0519562,0.0962448
1926,1,0.000114441,0.0251007,0.0899887,0.0615692,0.102463
1926,2,0.00541687,0.032959,0.105515,0.0722504,0.111694
1926,3,0.00656128,0.0550842,0.105858,0.075798,0.13752
1926,4,0.00495911,0.0746918,0.0543976,0.0622559,0.139923
1927,0,0.00797272,0.0445175,0.059166,0.0526428,0.0919342
1927,1,0.0102234,-0.00385284,0.0195313,0.038414,0.0470352
1927,2,0.00232697,-0.00240326,0.0547409,0.0317383,0.000267029
1927,3,0.00232697,-0.00965118,0.0848007,0.0479889,0.0144196
1927,4,0.00488281,-0.0292206,0.126839,0.0601959,0.0442505
1928,0,0.00343323,-0.00816345,0.130386,0.0653076,0.0397873
1928,1,-0.00267029,0.0196075,0.0587845,0.0844193,0.0495529
1928,2,0.000801086,0.037384,0.01297,0.103531,0.0643158
1928,3,-0.000114441,0.0462723,0.0551224,0.0945282,0.0931168
1928,4,-0.00190735,0.065155,-0.018692,0.0334167,0.120316
1929,0,-0.0043869,0.0614548,-0.0581741,-0.0232697,0.131111
1929,1,-0.0062561,0.0357819,-0.0275421,-0.0311279,0.103035
1929,2,-0.00747681,-0.00110626,-0.00728607,0.0210571,0.0444412
1929,3,-0.00747681,-0.0354004,0.0125122,0.0618362,-0.0231934
1929,4,-0.00659943,-0.0525284,-0.0288391,0.0647354,-0.0205994
1930,0,0.000724792,-0.0505066,-0.0495911,0.0362778,-0.0247574
1930,1,0.00476837,-0.0583649,0.0569916,0.0423813,0.0361252
1930,2,0.00457764,-0.0595093,0.049324,0.0694275,0.113182
1930,3,0.0025177,-0.0529861,0.0544739,0.0458908,0.121727
1930,4,0.000114441,-0.0458908,0.0738525,0.071106,0.0927353
1931,0,-0.00686646,-0.0392532,0.0708389,0.0952148,0.0876617
1931,1,-0.00476837,-0.0333786,0.0624466,0.0758362,0.092926
1931,2,-0.00392914,-0.0245285,0.0766754,0.0789261,0.086937
1931,3,-0.000228882,-0.020256,0.071106,0.0557709,0.086174
1931,4,0.00144958,-0.00873566,0.0750732,0.0440598,0.0785828
1932,0,-0.000610352,-0.00427246,0.072403,0.08255,0.0581741
1932,1,-0.00389099,-0.00164032,0.0616837,0.0806046,0.0407791
1932,2,0.0025177,0.00476837,0.0508881,0.0574112,0.0351715
1932,3,0.00507355,0.00473022,0.0410461,-0.00297546,0.0357437
1932,4,0.0101471,0.00637054,0.0417328,0.000267029,0.0316238
1933,0,0.00915527,0.00843048,0.0790024,0.0651932,0.0322723
1933,1,0.00751495,0.0120163,0.132828,0.0859451,0.0350952
1933,2,0.00770569,0.0117493,0.0995636,0.0954056,0.0352478
1933,3,0.00518799,0.0101471,0.0222397,0.0656891,0.0304031
1933,4,0.00968933,0.0121689,0.0075531,0.0639343,0.0338364
1934,0,0.0151062,0.0194168,0.00572205,0.0231934,0.0379181
1934,1,0.0157928,0.0281525,0.0376511,0.0302124,0.0498962
1934,2,0.0118256,0.0278473,0.0606155,0.0559235,0.0499725
1934,3,-0.0038147,0.0294113,0.034523,0.0769424,0.0547791
1934,4,-0.0088501,0.0242233,-0.000648499,0.045433,0.0485229
1935,0,-0.00926971,0.0104523,0.0379562,0.033226,0.0378036
1935,1,0.000801086,-0.00335693,0.0760651,0.08255,0.0437164
1935,2,0.0194931,-0.000839233,0.0699234,0.0898361,0.0400925
1935,3,0.0178528,0.00713348,0.0727081,0.0842667,0.0444031
1935,4,0.00751495,0.00461578,0.0654984,0.069046,0.0535583
1936,0,-0.00991821,-0.0056839,-0.0228119,0.0132751,0.0542068
1936,1,-0.0266647,-0.0127029,-0.117378,-0.0563049,0.052948
1936,2,-0.0219345,-0.0127792,0.000495911,-0.0679779,0.0538254
1936,3,-0.0140381,-0.0056076,0.0817108,-0.00236511,0.0600433
1936,4,0.00282288,-0.00457764,0.0480652,0.0953674,0.0647736
1937,0,0.0107193,-0.00362396,0.122604,0.141373,0.0629044
1937,1,0.00137329,-0.0075531,0.105629,0.102234,0.0624847
1937,2,-0.0152588,-0.0153351,0.0584412,0.0988007,0.0619888
1937,3,-0.0374603,-0.018158,-0.0439453,0.0593567,0.0657272
1937,4,-0.0410843,-0.0141525,-0.140419,0.0189972,0.0696564
1938,0,-0.0334549,-0.00720978,-0.00957489,-0.00125885,0.0714874
1938,1,-0.0199509,0.00400543,0.0664139,0.0159836,0.0620651
1938,2,-0.00846863,0.00759125,0.0955582,0.0701141,0.0600433
1938,3,0.00198364,0.00797272,0.104485,0.072937,0.0614929
1938,4,0.000190735,0.0151825,0.117798,0.0948715,0.0675201
1939,0,-0.0108337,0.0167465,0.144691,0.0788879,0.0665283
1939,1,-0.0198746,0.00930786,0.0852966,0.055275,0.0614929
1939,2,-0.0360107,0.00507355,0.022316,0.0249863,0.0542831
1939,3,-0.0289154,0.00087738,0.144424,0.0244904,0.0558472
1939,4,0.00270844,0.00389099,0.242691,0.0605011,0.0640106
1940,0,0.0234604,0.0159836,0.197411,0.120811,0.0522232
1940,1,0.0333023,0.0181961,-0.135536,0.135117,0.0439835
1940,2,0.0385666,0.0128555,-0.224419,0.102997,0.0531769
1940,3,0.0408554,0.0116348,-0.0629425,0.066185,0.0478745
1940,4,0.0466919,0.0134659,-0.0082016,0.0405502,0.0434113
1941,0,0.0690079,0.0127029,0.0793076,0.0460052,0.0531006
1941,1,0.0673294,0.0135422,0.136147,0.0671768,0.0523376
1941,2,0.0469971,0.00770569,0.0933838,0.045433,0.0473785
1941,3,0.0212479,-0.00904083,0.0235748,0.00179291,0.0563431
1941,4,-0.00492096,-0.0199509,-0.0532532,-0.00213623,0.0819016
1942,0,-0.0197983,-0.0173187,0.0313187,-0.0411987,0.0675201
1942,1,-0.0192261,-0.0069046,0.126495,0.0175858,0.0385666
1942,2,-0.00087738,-0.00713348,0.0697708,0.0680542,0.0265121
1942,3,0.0204086,-0.0094986,0.00572205,0.0674057,0.0349045
1942,4,0.00511169,-0.0130081,-0.0203323,0.129089,0.0511169
1943,0,-0.0224686,-0.0218201,0.0105667,0.0915909,0.0559998
1943,1,-0.0396347,-0.0294113,0.0943756,0.0695801,0.0670242
1943,2,-0.0437927,-0.0227737,0.152588,0.0849533,0.0801849
1943,3,-0.0349045,-0.0150299,0.203819,0.0455475,0.0795746
1943,4,-0.0166702,-0.0113678,0.173302,-0.0228882,0.0708008
1944,0,0.00453949,-0.00362396,0.098114,-0.146446,0.0551605
1944,1,0.00255585,-0.00118256,0.00762939,-0.067215,0.0443268
1944,2,0.00171661,0.000228882,0.00808716,0.128288,0.043602
1944,3,0.00598907,0.00629425,0.074234,0.156441,0.0560379
1944,4,0.017395,0.0147247,0.171051,0.155144,0.070343
1945,0,0.0221634,0.0172043,0.0953293,0.141068,0.0566101
1945,1,0.00667572,0.0222015,0.0745773,0.0639343,0.044899
1945,2,-0.00286102,0.017395,0.0931549,0.0599289,0.0555038
1945,3,-0.0145721,0.00965118,-0.138969,0.0606537,0.0510025
1945,4,-0.0193024,0.00404358,-0.0527191,0.0387573,0.0523758
1946,0,-0.00789642,0.00579834,0.0749588,0.00347137,0.0508881
1946,1,0.00324249,0.00579834,-0.163841,-0.00102997,0.0431061
1946,2,0.00999451,0.00713348,-0.300102,0.0192642,0.0513077
1946,3,-0.0037384,0.0037384,-0.164185,-0.0180817,0.0677109
1946,4,-0.0144958,-0.00579834,0.036087,0.0879669,0.0653458
1947,0,-0.0289536,-0.0142288,0.0536728,0.13546,0.0535202
1947,1,-0.0382233,-0.0207901,0.0718307,0.0643539,0.0470734
1947,2,-0.0368118,-0.0180054,0.156403,0.0421143,0.0363922
1947,3,-0.0258636,-0.0128555,0.182533,0.0709152,0.0302505
1947,4,-0.0118256,-0.0117111,0.222359,0.152054,0.0345612
1948,0,0.00545502,-0.00621796,0.0992584,0.119057,0.056076
1948,1,0.0115585,-0.000495911,-0.00835419,0.0230789,0.0663376
1948,2,0.0111771,-0.0030899,-0.0475311,0.00530243,0.0682068
1948,3,0.0159073,-0.000534058,0.108948,-0.00450134,0.0554657
1948,4,0.0226593,0.0044632,0.137596,-0.000953674,0.0508881
1949,0,0.0223541,0.00865936,0.0854874,0.0634384,0.0468445
1949,1,0.0330734,0.0191879,0.0730896,0.0909424,0.0495148
1949,2,0.0440216,0.0163269,0.0186539,0.0709915,0.0431442
1949,3,0.0360107,0.0160599,-0.00522614,0.0476456,0.0453568
1949,4,0.0232697,0.00652313,-0.00137329,-0.0385666,0.0432205
1950,0,0.0205231,0.0069809,-0.0164795,-0.0148392,0.0522995
1950,1,0.0192642,0.00221252,-0.0133133,0.0759506,0.064888
1950,2,-0.00221252,-0.000343323,0.00602722,0.0541306,0.0842285
1950,3,-0.016098,0.001297,0.0738907,0.0219727,0.0944901
1950,4,-0.00637054,-0.000457764,0.375557,0.0709152,0.0919724
1951,0,-0.00869751,-0.00816345,0.358772,0.184402,0.0820923
1951,1,-0.023613,-0.00804901,-0.237045,0.168533,0.0634766
1951,2,-0.0452042,-0.00770569,-0.17952,0.123291,0.0499344
1951,3,-0.052681,-0.0105286,0.192528,0.0787354,0.0596237
1951,4,-0.026207,-0.0120163,0.0274658,-0.0200272,0.0452423
1952,0,0.00511169,-0.00541687,-0.0719452,-0.0217819,0.0348663
1952,1,0.0229645,0.000228882,-0.0448227,0.0527191,0.0286102
1952,2,0.0299835,0.00549316,-0.0977707,0.172768,0.0377655
1952,3,0.0242996,0.00816345,0.160675,0.131493,0.0439453
1952,4,0.00682831,0.00663757,-0.104446,-0.0207138,0.0365448
1953,0,0.000267029,0.00480652,-0.207329,-0.0965881,0.0306702
1953,1,0.00370026,-0.00144958,-0.0251389,-0.134315,0.0363922
1953,2,0.000457764,0.00572205,-0.0841522,-0.0931549,0.0629807
1953,3,0.00854492,0.0104523,0.019455,0.016098,0.0831223
1953,4,0.0102234,0.0119019,0.159988,0.0932312,0.0836945
1954,0,-0.00553131,0.00934601,0.14904,0.0798416,0.0782394
1954,1,-0.0167084,0.0120544,0.196724,0.120888,0.0829315
1954,2,-0.0236511,0.0152969,0.235672,0.182419,0.0902939
1954,3,-0.0194168,0.0143814,0.288277,0.134277,0.0877762
1954,4,0.00465393,0.0190735,0.330925,0.0593948,0.077095
1955,0,0.0170135,0.0170898,0.236702,0.0422668,0.06073
1955,1,0.00797272,0.00453949,0.171967,0.0673294,0.0617981
1955,2,-0.00682831,-0.00782013,0.242195,0.0170517,0.0442505
1955,3,-0.0234604,-0.0257492,-0.0473022,0.143661,0.0324249
1955,4,-0.0159454,-0.0243759,0.0779724,0.269852,0.0257874
1956,0,0.00453949,-0.015831,-0.0394058,0.168762,0.0339127
1956,1,0.0270081,-0.00873566,0.0644302,0.0720596,0.0339508
1956,2,0.0266266,-0.00205994,0.0422287,-0.242691,0.0303268
1956,3,0.0297928,0.00305176,0.0796127,-0.2911,0.0276184
1956,4,0.032196,-0.00125885,-0.191231,-0.0094223,0.0414658
1957,0,0.0222778,-0.00217438,-0.314751,-0.0220871,0.0527191
1957,1,0.00415802,-0.00179291,-0.163269,0.091629,0.0621414
1957,2,-0.0183868,-0.00209808,-0.15461,0.183792,0.0696564
1957,3,-0.0564194,-0.00274658,-0.0499725,0.105972,0.0533676
1957,4,-0.0529861,0.000686646,0.0633621,0.0944519,0.030632
1958,0,-0.0355148,0.00133514,0.230865,0.0355148,0.0337601
1958,1,-0.0154877,-0.00267029,0.33371,0.0457001,0.0599289
1958,2,0.00816345,-0.0124741,0.139084,0.000610352,0.0545883
1958,3,0.026474,-0.0187302,-0.0654984,-0.00270844,0.0450134
1958,4,0.0485611,-0.00926971,-0.354118,0.134354,0.068512
1959,0,0.0398636,-0.00160217,-0.0889587,0.215569,0.0824738
1959,1,0.0432587,0.0135803,0.0234222,0.193977,0.0547791
1959,2,0.0288391,0.0150299,0.0551224,0.172157,0.057869
1959,3,-0.00473022,0.00175476,0.18261,0.0880814,0.0501251
1959,4,-0.0177765,-0.000839233,0.207329,0.123901,0.023613
1960,0,-0.00507355,0.0030899,0.0290298,0.0839996,0.0442886
1960,1,-0.0267792,-0.000534058,0.0746536,0.0444412,0.0566483
1960,2,-0.0531006,-0.00621796,0.247536,-0.0186539,0.0539017
1960,3,-0.0388336,-0.00797272,-0.0150681,-0.072937,0.068779
1960,4,-0.0349808,0.000572205,-0.132141,-0.0458908,0.0833893
1961,0,-0.043869,0.00175476,0.0687408,0.108261,0.0905991
1961,1,-0.0307465,0.00770569,0.206375,-0.0217438,0.0829315
1961,2,-0.00919342,0.00804901,0.170593,-0.0806427,0.0696564
1961,3,0.0031662,0.00301361,0.180702,0.00255585,0.0709534
1961,4,0.0122833,0.00343323,-0.0168991,0.0168991,0.0733185
1962,0,0.0239563,0.00888824,-0.126343,0.0202179,0.0558853
1962,1,0.0294113,0.00999451,-0.118217,0.0979614,0.0453186
1962,2,0.0330734,0.00759125,0.0843048,0.120392,0.0522614
1962,3,0.032959,0.0075531,0.060997,0.116119,0.0590515
1962,4,0.0340271,0.00106812,0.0294495,0.0827789,0.0487137
1963,0,0.0318909,0.0019455,-0.025177,-0.0400162,0.0284195
1963,1,0.0274277,-0.000724792,0.0488281,-0.0502777,0.0317383
1963,2,0.0197601,0.000114441,0.0781631,0.0434113,0.0232697
1963,3,0.00934601,-0.0110626,0.0473785,0.0465012,0.0371933
1963,4,0.0106812,-0.0101089,0.19104,0.0593567,0.0547028
1964,0,0.012207,-0.0149918,0.221481,0.0279236,0.0624084
1964,1,0.0137711,-0.0134659,0.0224304,0.0811386,0.0746536
1964,2,0.00465393,-0.00965118,-0.0101089,0.12413,0.0744629
1964,3,-0.00232697,-0.00408173,0.0799561,0.117645,0.0683975
1964,4,-0.0131989,-0.000495911,-0.0228882,0.147362,0.0515747
1965,0,-0.0181961,-0.00198364,0.0365448,0.179443,0.0491333
1965,1,-0.0230408,-0.00331879,0.14389,0.160942,0.0557327
1965,2,-0.0247574,-0.00427246,0.063858,0.0854111,0.0505829
1965,3,-0.0270844,-0.00427246,-0.0664139,-0.0471115,0.0551224
1965,4,-0.0221634,-0.00125885,0.0344086,0.0647354,0.067215
1966,0,-0.021286,-0.00717163,0.374336,0.0805283,0.0563812
1966,1,-0.0211716,-0.00835419,0.251045,0.0362396,0.0391006
1966,2,-0.0123596,-0.00682831,-0.232506,-0.182762,0.03582
1966,3,-0.00453949,0.000228882,-0.186958,-0.112457,0.0411606
1966,4,-0.00141144,0.0103378,-0.172272,0.0510025,0.0581741
1967,0,0.00656128,0.0315094,-0.0957489,0.0128937,0.0557709
1967,1,0.00514984,0.021553,0.00133514,0.0627899,0.0501251
1967,2,0.00637054,0.00778198,0.077095,0.0951767,0.0600815
1967,3,0.00305176,0.00686646,0.0329971,0.0869751,0.0580597
1967,4,0.00400543,0.0037384,0.111732,0.0508499,0.0553894
1968,0,0.00267029,0.00629425,0.0833893,0.0610733,0.0640106
1968,1,-0.00480652,0.00637054,0.0972748,0.114594,0.0497055
1968,2,-0.00782013,0.0100708,0.0682831,0.107193,0.0479126
1968,3,-0.00282288,0.00514984,0.0291443,0.126991,0.0503159
1968,4,-7.63E-05,0.000457764,0.0915909,0.000495911,0.051384
1969,0,-0.00038147,0.00553131,0.134583,-0.125427,0.0583649
1969,1,-0.00747681,0.0124359,0.070076,0.00396729,0.0731659
1969,2,-0.00545502,0.0115967,0.0341797,0.135803,0.0796509
1969,3,0.0131226,0.00717163,0.0680542,0.131874,0.0716782
1969,4,0.0284576,-0.00476837,0.0794983,0.0845718,0.0569153
1970,0,0.0281143,-0.0125504,0.247841,0.0770187,0.059433
1970,1,0.0150681,-0.0152206,0.232162,0.187111,0.0634384
1970,2,0.00953674,-0.0141525,-0.26123,0.0779724,0.0539398
1970,3,0.0030899,-0.0110245,-0.498772,0.0139236,0.0762558
1970,4,0.00293732,-0.0108719,-0.0692749,-0.083046,0.0658798
1971,0,-0.00427246,-0.00965118,0.248489,0.101509,0.0458527
1971,1,-0.00419617,-0.00213623,0.195961,0.148239,0.0439453
1971,2,0.00144958,0.00400543,0.0331116,0.0955582,0.0270844
1971,3,-0.00358582,0.0075531,0.0304413,0.0107574,0.0171661
1971,4,-0.0025177,0.00522614,0.0745392,0.0269699,0.0298309
1972,0,-0.00732422,-0.00331879,0.0524902,0.0371552,0.0445175
1972,1,-0.0110245,-0.00255585,-0.0208664,0.0170517,0.0535965
1972,2,-0.0119781,-0.00183105,0.0680161,-0.0505447,0.0550079
1972,3,-0.00545502,-0.00389099,0.110435,-0.0193405,0.059967
1972,4,-0.00392914,-0.00801086,0.0819397,0.105591,0.0544357
1973,0,0.00171661,-0.00766754,0.0878525,0.0725555,0.0530243
1973,1,0.0056076,-0.00743866,0.11467,-0.0452423,0.05867
1973,2,0.00278473,-0.0075531,0.161667,0.0799942,0.0717545
1973,3,0.00236511,-0.00442505,0.125198,0.204086,0.0750351
1973,4,-0.000534058,-0.0018692,0.173149,0.265198,0.0766373
1974,0,-0.000724792,-0.0094223,0.085144,0.0731659,0.0713348
1974,1,0.0043869,-0.00923157,0.00255585,-0.019722,0.0742722
1974,2,0.00610352,-0.00152588,-0.020752,0.0514984,0.0696182
1974,3,0.00896454,0.00461578,0.101891,0.0984955,0.0611877
1974,4,0.00881195,0.00679016,0.00705719,0.018692,0.047226
1975,0,0.00270844,0.00988007,-0.150146,-0.0748444,0.0397491
1975,1,0.00480652,0.0131226,-0.0511551,-0.0463867,0.0461197
1975,2,0.00114441,0.0180817,0.273476,0.0162506,0.0587463
1975,3,-0.00400543,0.0211716,0.041008,-0.0163651,0.0593948
1975,4,-0.00694275,0.00965118,-0.0398254,-0.0228882,0.0524902
1976,0,-0.0132751,0.00827789,-0.0400162,0.0133514,0.0619125
1976,1,-0.0173187,0.0117493,0.0543213,0.0617599,0.0650024
1976,2,-0.0128937,0.0101471,0.138588,0.0907516,0.0548553
1976,3,-0.00778198,0.00240326,0.212021,0.0914764,0.041275
1976,4,0.00411987,0.00110626,-0.0492096,0.0741959,0.0317764
1977,0,0.00850677,-0.00144958,-0.157433,0.0856018,0.0310135
1977,1,0.00583649,-0.00629425,-0.0456619,0.0914764,0.0371933
1977,2,0.01194,-0.001297,0.00629425,0.106773,0.0449371
